Cat_1,Cat_2,Cat_3,Cat_4,Cat_5,value12_13,value13_14,description,source_name,source_url
"Education, Employment & Workplace Relations",Fair Work Commission,,,,"76,290","83,816",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_fwc.pdf
"Education, Employment & Workplace Relations",Fair Work Ombudsman,Education Services and Compliance Activities,,,"137,346","125,408",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_fwo.pdf
"Education, Employment & Workplace Relations",Office of the Fair Work Building Industry Inspectorate,"Education, Advice and Compliance Functions",,,"31,293","25,495",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_fwbii.pdf
"Education, Employment & Workplace Relations",Safe Work Australia,,,,"21,139","19,724",Reform of and improvements to Australian work health and safety and workers� compensation arrangements,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_swa.pdf
Health and Ageing,Population Health,"Prevention, early detection and service improvement",,,"107,947","132,039","A reduction in the incidence of preventable mortality and morbidity in Australia, including through regulation and national initiatives that support healthy lifestyles and disease prevention",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing,Population Health,Communicable disease control ,,,"15,763","25,203",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing,Population Health,Drug strategy,,,"236,998","258,796","Reduce the harmful effects of tobacco use, Reduce harm to individuals and communities from excessive alcohol consumption, & Combat illicit drug use",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing,Population Health,Regulatory policy,,,"156,758","169,914","Provide direction and national leadership in food and gene technology regulatory policy issues, maintain and improve the therapeutic goods regulatory framework, and provide for the safe and sustainable use of industrial chemicals.",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing,Population Health,Immunisation,,,"114,786","147,039",Strengthen immunisation coverage & Improve the efficiency of the National Immunisation Program ,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing,Population Health,Public health,,,"39,082","36,426","Increase the evidence base for the development of targeted health programs, Improve child and youth health, Promote healthy lifestyle choices ",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing,Access to Pharmaceutical Services,Community pharmacy and pharmaceutical awareness,,,"340,795","373,616","Access to cost-effective medicines, including through the Pharmaceutical Benefits Scheme and related subsidies, and assistance for medication management through industry partnerships",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.02_Outcome_2.pdf
Health and Ageing,Access to Pharmaceutical Services,Pharmaceuticals and pharmaceutical services,,,"9,694,252","10,108,516",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.02_Outcome_2.pdf
Health and Ageing,Access to Pharmaceutical Services,Targeted assistance - pharmaceuticals,,,"154,384","156,484",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.02_Outcome_2.pdf
Health and Ageing,Access to Pharmaceutical Services,Targeted assistance - aids and appliances,,,"288,705","308,744",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.02_Outcome_2.pdf
Health and Ageing,Access to Medical Services,Medicare services,,,"18,578,765","19,122,219","Access to cost-effective medical, practice nursing and allied health services, including through Medicare subsidies for clinically relevant services",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.03_Outcome_3.pdf
Health and Ageing,Access to Medical Services,Targeted assistance - medical ,,,"32,729","42,518",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.03_Outcome_3.pdf
Health and Ageing,Access to Medical Services,Diagnostic imaging services ,,,"3,995","3,952",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.03_Outcome_3.pdf
Health and Ageing,Access to Medical Services,Pathology services,,,"5,780","5,226",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.03_Outcome_3.pdf
Health and Ageing,Access to Medical Services,Chronic disease - radiation oncology,,,"73,957","75,138",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.03_Outcome_3.pdf
Health and Ageing,Aged Care and Population Ageing,Access and Information,,,"137,093","157,515","Access to quality and affordable aged care and carer support services for older people, including through subsidies and grants, industry assistance, training and regulation of the aged care sector",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.04_Outcome_4.pdf
Health and Ageing,Aged Care and Population Ageing,Home Support,,,"1,416,387","1,516,179",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.04_Outcome_4.pdf
Health and Ageing,Aged Care and Population Ageing,Home Care,,,"1,161,819","1,224,859",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.04_Outcome_4.pdf
Health and Ageing,Aged Care and Population Ageing,Residential and Flexible Care,,,"8,347,055","8,849,448",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.04_Outcome_4.pdf
Health and Ageing,Aged Care and Population Ageing,Workforce and Quality,,,"253,974","280,374",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.04_Outcome_4.pdf
Health and Ageing,Aged Care and Population Ageing,Ageing and Service Improvement,,,"184,317","222,842",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.04_Outcome_4.pdf
Health and Ageing,Primary Care,Primary care education and training,,,"7,939","8,040","Access to comprehensive, community-based health care, including through first point of call services for prevention, diagnosis and treatment of ill-health, and for ongoing management of chronic disease",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.05_Outcome_5.pdf
Health and Ageing,Primary Care,"Primary care financing, quality and access",,,"576,138","660,917",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.05_Outcome_5.pdf
Health and Ageing,Primary Care,Primary care practice incentives,,,"282,008","209,913",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.05_Outcome_5.pdf
Health and Ageing,Rural Health,,,,"100,160","106,327",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.06_Outcome_6.pdf
Health and Ageing,Hearing Services,,,,"416,871","452,717","A reduction in the incidence and consequence of hearing loss, including through research and prevention activities, and access to hearing services and devices for eligible people ",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.07_Outcome_7.pdf
Health and Ageing,Indigenous Health,,,,"750,252","847,812","Closing the gap in life expectancy and child mortality rates for Indigenous Australians, including through primary health care, child and maternal health, and substance use services",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.08_Outcome_8.pdf
Health and Ageing,Private Health,,,,"5,576,093","5,410,891",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.09_Outcome_9.pdf
Health and Ageing,Health System Capacity And Quality,Chronic disease � treatment,,,"218,931","188,494",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.10_Outcome_10.pdf
Health and Ageing,Health System Capacity And Quality, e-Health implementation ,,,"105,711","148,925",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.10_Outcome_10.pdf
Health and Ageing,Health System Capacity And Quality,Health information,,,"34,200","31,315",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.10_Outcome_10.pdf
Health and Ageing,Health System Capacity And Quality,International policy engagement,,,"14,931","14,932",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.10_Outcome_10.pdf
Health and Ageing,Health System Capacity And Quality,Research capacity and quality,,,"74,351","121,316",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.10_Outcome_10.pdf
Health and Ageing,Health System Capacity And Quality,Health infrastructure,,,"469,565","527,004",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.10_Outcome_10.pdf
Health and Ageing,Mental Health,,,,"400,092","519,489","Improved mental health and suicide prevention, including through targeted prevention, identification, early intervention and health care services",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.11_Outcome_11.pdf
Health and Ageing,Health Workforce Capacity,Workforce and rural distribution,,,"1,034,447","1,112,764","Improved capacity, quality and mix of the health workforce to meet the requirements of health services, including through training, registration, accreditation and distribution strategies",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.12_Outcome_12.pdf
